corpus	text	uid	gword	gloss	graid	gform	ganim	gfunc	refind	isnref
persian	g2-f-01	0001	#	#	#	#				
persian	g2-f-01	0001	Aval	first	other	other				
persian	g2-f-01	0001	=aš	=POSS.3SG	other	other				
persian	g2-f-01	0001	ke	that	ke	ke				
persian	g2-f-01	0001	xorus	rooster	np:a	np		a		
persian	g2-f-01	0001	šoru	start	other:lvc	other		lvc		
persian	g2-f-01	0001	mikonad	do.PRS.IND.3SG	v:pred	v		pred		
persian	g2-f-01	0001	be	to	adp	adp				
persian	g2-f-01	0001	ququliququ	cock-a-doodle-doo	other	other				
persian	g2-f-01	0001	kardan	kardan	vother	vother				
persian	g2-f-01	0001	#	#	#	#				
persian	g2-f-01	0001	baad	then	other	other				
persian	g2-f-01	0001	yek	one	ln_deti	ln_deti				
persian	g2-f-01	0001	mardi	man.INDF	np.h:s	np	h	s		
persian	g2-f-01	0001	hast	be.PRS.3SG	predex	predex				
persian	g2-f-01	0001	tuye	inside	adp	adp				
persian	g2-f-01	0001	ān	that	ln_dem	ln_dem				
persian	g2-f-01	0001	mazrae	farm.DEF	np:l	np		l		
persian	g2-f-01	0002	#	#	#	#				
persian	g2-f-01	0002	kenāre	next.to	adp	adp				
persian	g2-f-01	0002	deraxte	tree=EZAFE	np:l	np		l		
persian	g2-f-01	0002	golābi,	pear	rn_lex	rn_lex				
persian	g2-f-01	0002	baad	then	other	other				
persian	g2-f-01	0002	0	0	0.h:s	0	h	s		
persian	g2-f-01	0002	miravad	go.PRS.IND.3SG	v:pred	v		pred		
persian	g2-f-01	0002	bālāye	up=EZAFE	adp	adp				
persian	g2-f-01	0002	nardebān	ladder	np:l	np		l		
persian	g2-f-01	0002	#	#	#	#				
persian	g2-f-01	0002	0	0	0.h:a	0	h	a		
persian	g2-f-01	0002	golābi	pear	np:p	np		p		
persian	g2-f-01	0002	mičinad	pick.PRS.IND.3SG	v:pred	v		pred		
persian	g2-f-01	0003	#	#	#	#				
persian	g2-f-01	0003	0	0	0.h:a	0	h	a		
persian	g2-f-01	0003	migozārad	put.PRS.IND.3SG	v:pred	v		pred		
persian	g2-f-01	0003	0	0	0:p	0		p		
persian	g2-f-01	0003	tuye	inside	adp	adp				
persian	g2-f-01	0003	jibe	pocket=EZAFE	np:l	np		l		
persian	g2-f-01	0003	ān	that	rn_dem	rn_dem				
persian	g2-f-01	0003	rupuši	outerwear.INDF	rn_np:poss	rn_np		poss		
persian	g2-f-01	0003	#	#	#rc	#rc				
persian	g2-f-01	0003	ke	that	ke	ke				
persian	g2-f-01	0003	0	0	0.h:a	0	h	a		
persian	g2-f-01	0003	pušide	wear.PST.PTCP	v:pred	v		pred		
persian	g2-f-01	0003	tan	body	np:obl	np		obl		
persian	g2-f-01	0003	=aš	=POSS.3SG	=rn_pro.h:poss	=rn_pro	h	poss		
persian	g2-f-01	0004	#	#	#	#				
persian	g2-f-01	0004	0	0	0.h:s	0	h	s		
persian	g2-f-01	0004	miāyad	come.PRS.IND.3SG	v:pred	v		pred		
persian	g2-f-01	0004	pāyin	down	rv	rv				
persian	g2-f-01	0004	#	#	#	#				
persian	g2-f-01	0004	0	0	0.h:a	0	h	a		
persian	g2-f-01	0004	migozārad	put.PRS.IND.3SG	v:pred	v		pred		
persian	g2-f-01	0004	0	0	0:p	0		p		
persian	g2-f-01	0004	tuye	inside	adp	adp				
persian	g2-f-01	0004	sabad	basket	np:l	np		l		
persian	g2-f-01	0004	#	#	#	#				
persian	g2-f-01	0004	do	two	ln_qu	ln_qu				
persian	g2-f-01	0004	tā	piece	ln_class	ln_class				
persian	g2-f-01	0004	sabade	basket=EZAFE	np:s	np		s		
persian	g2-f-01	0004	pore	full.of	rn_lex	rn_lex				
persian	g2-f-01	0004	golābi	pear	rn_lex	rn_lex				
persian	g2-f-01	0004	bude	be.PST.3SG	predex	predex				
persian	g2-f-01	0005	#	#	#	#				
persian	g2-f-01	0005	yek	NC	nc	nc				
persian	g2-f-01	0005	pesari,	NC	nc	nc				
persian	g2-f-01	0005	aha,	interj	other	other				
persian	g2-f-01	0005	baad	then	other	other				
persian	g2-f-01	0005	sedāye	sound=EZAFE	np:s	np		s		
persian	g2-f-01	0005	boz	goat	rn_np:poss	rn_np		poss		
persian	g2-f-01	0005	miāyad	come.PRS.IND.3SG	v:pred	v		pred		
persian	g2-f-01	0005	#	#	#	#				
persian	g2-f-01	0005	ke	that	ke	ke				
persian	g2-f-01	0005	boze	goat.DEF	np:s	np		s		
persian	g2-f-01	0005	bā	with	adp	adp				
persian	g2-f-01	0005	sāheb	owner	np.h:obl	np	h	obl		
persian	g2-f-01	0005	=aš	=POSS.3SG	=rn_pro.h:poss	=rn_pro	h	poss		
persian	g2-f-01	0005	az	from	adp	adp				
persian	g2-f-01	0005	kenāre	side	adp	adp				
persian	g2-f-01	0005	sabade	basket=EZAFE	np:l	np		l		
persian	g2-f-01	0005	golābi	pear	rn_lex	rn_lex				
persian	g2-f-01	0005	rad	passing	other:lvc	other		lvc		
persian	g2-f-01	0005	mišavand	become.PRS.IND.3PL	v:pred	v		pred		
persian	g2-f-01	0006	#	#	#	#				
persian	g2-f-01	0006	vali	but	other	other				
persian	g2-f-01	0006	boze	goat.DEF	np:a	np		a		
persian	g2-f-01	0006	be	to	adp	adp				
persian	g2-f-01	0006	golābiha	pear.PL	np:p	np		p		
persian	g2-f-01	0006	negāh	look	other:lvc	other		lvc		
persian	g2-f-01	0006	mikonad	do.PRS.IND.3SG	v:pred	v		pred		
persian	g2-f-01	0006	#	#	#	#				
persian	g2-f-01	0006	vali	but	other	other				
persian	g2-f-01	0006	xob	well	other	other				
persian	g2-f-01	0006	0	0	0:a	0		a		
persian	g2-f-01	0006	nemitavand	NEG.can.PRS.3SG	aux	aux				
persian	g2-f-01	0006	0	0	0:p	0		p		
